,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count,token,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
259,2020-10-21 00:00:02+00:00,,en,,,43889,17389,"Endorsed by General Michael Flynn.
Election Integrity. Constitutionalist, 1A & 2A. Pro: Life, 1776 Commission. Mom. Christian #SaveAmerica","Deerfield Beach, FL",1167587134712307719,2019-08-30 23:59:10+00:00,False,False,https://t.co/rwhxMvPF00,34,13571,False,,8899,True,Darlene Swaffar America 1st Candidate for Congress,,swaffarcongress,True,F5F8FA,http://pbs.twimg.com/profile_images/1243318301364715522/6BqYWZfN_normal.jpg,,1318703555960819713,0,False,Twitter for Android,False,18558,"['BREAKING', 'announces', 'turned', 'Hunter', 'Biden', 'hard', 'drive', 'Delaware', 'State', 'Police', 'due', 'pictures', 'of']",BREAKING,announces,turned,Hunter,Biden,hard,drive,Delaware,State,Police,due,pictures,of,,,,,,,,,,,
260,2020-10-21 00:00:02+00:00,,en,,,174629,51646,#BlackLivesMatter #TransRightsAreHumanRights He/Him / Be an ally / Sweet baby eagle / Habs / MCU / Star Wars / Resist / Let's save this planet,Canada,51062804,2009-06-26 13:45:35+00:00,False,False,,16,749,False,,5000,False,Fully vaxxed Sam,,abrokenlull,False,FFFFFF,http://pbs.twimg.com/profile_images/1424899272/IMG_3317__2__normal.JPG,,1318703555897937927,0,False,Twitter for iPhone,False,0,"['Prison', 'boy']",Prison,boy,,,,,,,,,,,,,,,,,,,,,,
261,2020-10-21 00:00:02+00:00,,en,,,42633,16434,"I’m a Registered Nurse, patriot, cruise lover, Trump supporter!! I love to travel, adore my family and my pets, and always enjoy learning new things.","Texas, USA",1241698515040047105,2020-03-22 12:09:43+00:00,False,False,,0,101,False,,391,True,Roxie RN,,LandRoxie,False,F5F8FA,http://pbs.twimg.com/profile_images/1241699269893120002/iVMbgchk_normal.jpg,,1318703555944001542,0,False,Twitter for iPhone,False,795,"['The', 'media', 'coverage', 'Hunter', 'Bidens', 'laptop', 'story', 'embarrassing', 'scandal', 'reveals']",The,media,coverage,Hunter,Bidens,laptop,story,embarrassing,scandal,reveals,,,,,,,,,,,,,,
262,2020-10-21 00:00:02+00:00,,en,,,315716,361841,"Queer Activist, and #LGBTvoices🏳️‍🌈Founder. Photographer. First Language is Sarcasm, and sass. Blocked By Trump. He/Him/his. Views expressed are my own.","Already Great America, NJ",22075159,2009-02-26 22:52:20+00:00,False,False,https://t.co/T7v4HG5pMR,116,44085,False,,33155,False,Jersey Craig,,Jersey_Craig,True,1199D4,http://pbs.twimg.com/profile_images/1450612354740195329/OqkjqIsY_normal.jpg,,1318703555969167363,0,False,Twitter for iPhone,False,301,"['As', 'someone', 'testified', 'Congress', '3x', 'Donald', 'Trumps', 'sabotage', 'health', 'care', 'I', 'would', 'swear', 'book', 'i']",As,someone,testified,Congress,3x,Donald,Trumps,sabotage,health,care,I,would,swear,book,i,,,,,,,,,
263,2020-10-21 00:00:02+00:00,,en,,,136026,55809,ou '23 | “Pressedt Hoe” | Defund the police | Abolish the filibuster | Repeal Taft-Hartley,"Avon Lake, OH",1089966784113987584,2019-01-28 19:21:46+00:00,False,False,https://t.co/j4QqKlmtKA,23,1833,False,,884,True,Spencer Gray 🌎☄️💕®️🗽🌷🦑,,realspencergray,False,F5F8FA,http://pbs.twimg.com/profile_images/1287211993670340613/XDvWTvk0_normal.jpg,,1318703555994411009,0,False,Twitter for iPhone,False,1527,"['NEWS', 'Trumps', 'campaign', 'committee', 'expected', 'report', '63', 'million', 'entering', 'Oct', 'Thats', 'half', 'it']",NEWS,Trumps,campaign,committee,expected,report,63,million,entering,Oct,Thats,half,it,,,,,,,,,,,
264,2020-10-21 00:00:02+00:00,,en,,,29550,38606,No DM.,,1084600768588582912,2019-01-13 23:59:08+00:00,False,False,,0,140,False,,435,True,Toyz66,,toyz66,False,F5F8FA,http://pbs.twimg.com/profile_images/1084601522732843010/UUyKGerp_normal.jpg,,1318703555524632577,1,False,Twitter for Android,False,0,"['Trump', 'Farewell', 'Tour', 'See', 'old', 'man', 'one', 'last', 'time', 'goes', 'JAIL', 'Hear', 'the']",Trump,Farewell,Tour,See,old,man,one,last,time,goes,JAIL,Hear,the,,,,,,,,,,,
265,2020-10-21 00:00:02+00:00,,en,,,47020,113092,27-year English teacher in a 7-12 NY public school. Wife and mother of three.,,275834758,2011-04-02 03:10:15+00:00,False,False,,23,803,False,,1367,True,Christy Mansfield,,existentialIND,False,C0DEED,http://pbs.twimg.com/profile_images/1433265094171975682/Nf9d29rZ_normal.jpg,,1318703556032143361,0,False,Twitter for iPhone,False,1370,"['We', 'want', 'make', 'sure', 'information', 'need', 'cast', 'ballot', 'election', 'Watch', 'video']",We,want,make,sure,information,need,cast,ballot,election,Watch,video,,,,,,,,,,,,,
266,2020-10-21 00:00:02+00:00,,en,,,21649,16351,"Commented on by Margo and Inez Stepman         IFBAP
#KAG #ProLife #FIRST #BEST #TEALS  1A  2A
Catholic Texan IFBP Robotics Investing PersonalFinancial",,1124285226233020416,2019-05-03 12:11:00+00:00,False,False,,0,1024,False,,1287,True,Patriot Joseph,,joseph_patriot,False,F5F8FA,http://pbs.twimg.com/profile_images/1307444138439331840/ZyXd8v45_normal.jpg,,1318703555872739331,0,False,Twitter Web App,False,0,"['Who', 'owned', 'China', 'Biden', 'Crime', 'Family', 'put', 'tariffs', 'goods', 'coming', 'China', 'Trump', 'CrookedBiden']",Who,owned,China,Biden,Crime,Family,put,tariffs,goods,coming,China,Trump,CrookedBiden,,,,,,,,,,,
268,2020-10-21 00:00:02+00:00,,en,,,19,668,,"Laurel, MS",2334670249,2014-02-09 06:41:33+00:00,False,False,,0,12,False,,71,True,A J Ellzey,,ajellzey,False,C0DEED,http://pbs.twimg.com/profile_images/435003922168573952/vfLPcIxO_normal.jpeg,,1318703556019576833,3,False,Twitter for iPhone,False,0,"['I', 'care', 'amp', 'I', 'dnt', 'think', 'its', 'flimsy', 'all', 'If', 'u', 'werent', 'blinded', 'such']",I,care,amp,I,dnt,think,its,flimsy,all,If,u,werent,blinded,such,,,,,,,,,,
269,2020-10-21 00:00:02+00:00,,en,,,6533,12971,,"Texas, USA",32525866,2009-04-17 19:07:21+00:00,False,False,,2,4414,False,,4997,False,🇺🇸🇺🇸CowboyLarry 🇺🇸🇺🇸,,FW_Larry,True,131516,http://pbs.twimg.com/profile_images/1408635507421192195/QeMleLf2_normal.jpg,,1318703556094996480,0,False,Twitter for iPhone,False,1022,"['TrumpRallyErie', 'MASSIVE', 'turnout', 'Trump', 'Erie', 'Pennsylvaniadont', 'discouraged', 'deceived', 'Fake']",TrumpRallyErie,MASSIVE,turnout,Trump,Erie,Pennsylvaniadont,discouraged,deceived,Fake,,,,,,,,,,,,,,,
270,2020-10-21 00:00:02+00:00,,en,,,36010,7771,,,276621223,2011-04-03 18:51:20+00:00,False,False,,0,59,False,,1279,True,andrew schauer,,itsadrewslife,False,C0DEED,http://pbs.twimg.com/profile_images/692178138097422336/t3lNBAiR_normal.jpg,,1318703556208320512,0,False,Twitter for iPhone,False,3427,"['780', 'retired', 'generals', 'admirals', 'senior', 'noncommissioned', 'officers', 'ambassadors', 'senior', 'national', 'security', 'officials', 'sign', 'h']",780,retired,generals,admirals,senior,noncommissioned,officers,ambassadors,senior,national,security,officials,sign,h,,,,,,,,,,
271,2020-10-21 00:00:02+00:00,,en,,,5120,187015,Pulitzer Prize-winning local journalism brought to you by https://t.co/mDBCcYYlHL. We're not the @NatEnquirer.,Ohio and Kentucky,14095883,2008-03-07 17:03:25+00:00,True,False,https://t.co/UGLPZYIS0f,1687,146584,False,,292,False,Enquirer,,Enquirer,True,000000,http://pbs.twimg.com/profile_images/958704951957471233/YJzN4I1V_normal.jpg,,1318703556111761409,12,False,SocialNewsDesk,False,3,"['One', 'Donald', 'Trumps', '2016', 'campaign', 'promises', 'realized', 'Coal', 'made', 'full', 'comeback']",One,Donald,Trumps,2016,campaign,promises,realized,Coal,made,full,comeback,,,,,,,,,,,,,
272,2020-10-21 00:00:02+00:00,,en,,,16048,83860,he/him/his,"Saint Louis, MO",62387220,2009-08-03 00:18:03+00:00,False,False,https://t.co/VTe5xZcdp5,42,1000,False,,4999,False,Thomas Bloom,,ThomasJBloom,True,000000,http://pbs.twimg.com/profile_images/1424536719311794179/BPRS0LXj_normal.jpg,,1318703556044664833,0,False,Twitter for iPhone,False,200,"['This', 'one', 'issues', 'powerfully', 'addressed', 'Sen', 'Barrett', 'hearing', 'Judge', 'Barrett', 'shrugged', 'sho']",This,one,issues,powerfully,addressed,Sen,Barrett,hearing,Judge,Barrett,shrugged,sho,,,,,,,,,,,,
273,2020-10-21 00:00:02+00:00,,en,,,12775,8421,"Legal Practitioner , Chartered Arbitrator, Mediator and Golfer","Abuja, Nigeria",267158189,2011-03-16 12:37:47+00:00,False,False,https://t.co/O4EsGpRqNT,3,977,False,,1550,False,E.A. ADEDEJI & CO,,bewitaye,True,000000,http://pbs.twimg.com/profile_images/1420124035409715200/xka4WmDJ_normal.jpg,,1318703556262793222,0,False,Twitter for iPhone,False,9194,"['No', 'African', 'President', 'spoken', 'happening', 'Nigeria', 'Donald', 'Trump', 'got', 'Covid', 'tweeted', 'imm']",No,African,President,spoken,happening,Nigeria,Donald,Trump,got,Covid,tweeted,imm,,,,,,,,,,,,
274,2020-10-21 00:00:02+00:00,,en,,,77502,35521,Vaccinated* Masked*Retired Teacher*Art Lover*Democrat Always*Equality for Everyone*Diversity and Inclusion Makes Us Great #BlackLivesMatter#Resist#FBR🏳️‍🌈☮️,Massachusetts,433812616,2011-12-11 02:01:58+00:00,False,False,,8,6280,False,,6335,True,Nancy💙,,NancyCox6,False,C0DEED,http://pbs.twimg.com/profile_images/1008552302028959746/3NbcX60Z_normal.jpg,,1318703556250263556,0,False,Twitter for iPad,False,18905,"['Imagine', 'power', 'ease', 'suffering', 'millions', 'failing', 'use', 'it']",Imagine,power,ease,suffering,millions,failing,use,it,,,,,,,,,,,,,,,,
276,2020-10-21 00:00:02+00:00,,en,,,3630,14617,,,1220146314022768641,2020-01-23 00:48:57+00:00,False,False,,1,621,False,,149,True,___,,_Trumplican,False,F5F8FA,http://pbs.twimg.com/profile_images/1433598915341742087/w0nLJbCA_normal.jpg,,1318703556300472320,0,False,Twitter for iPhone,False,22090,"['If', 'FBI', 'laptop', 'along', 'let', 'Nancy', 'Pelosi', 'Democrats', 'impeach', 'litera']",If,FBI,laptop,along,let,Nancy,Pelosi,Democrats,impeach,litera,,,,,,,,,,,,,,
278,2020-10-21 00:00:02+00:00,,en,,,13822,8033,"Veteran, small business owner, wife, mom, and Gigi.","Vermont, USA",468370142,2012-01-19 13:27:33+00:00,False,False,,1,166,False,,1504,True,Gigimarie,,Gigimarie8,True,C0DEED,http://pbs.twimg.com/profile_images/1157585767297949696/cluOpkOT_normal.jpg,,1318703556325683207,0,False,Twitter for iPhone,False,2544,"['Just', 'recap', 'Chris', 'Wallace', 'mean', '', 'Savannah', 'Guthrie', 'mean', '', 'Kristen', 'Welker', 'me']",Just,recap,Chris,Wallace,mean,,Savannah,Guthrie,mean,,Kristen,Welker,me,,,,,,,,,,,
279,2020-10-21 00:00:02+00:00,,en,,,53677,22646,Family Medicine Expert Physician | Health Media | Public Speaker | Fmr. @BernieSanders 2020 National Surrogate & DNC Delegate | Health Care Activist,,2917736960,2014-12-03 15:25:59+00:00,False,False,https://t.co/Mds6uSyowZ,407,52245,False,,2028,True,Dr. Victoria Dooley,,DrDooleyMD,True,C0DEED,http://pbs.twimg.com/profile_images/907062040421978112/gz0dJO8x_normal.jpg,,1318703556317294597,0,False,Twitter for iPhone,False,356,"['We', 'end', 'forprofit', 'schemes', 'embedded', 'mass', 'incarceration', 'The', 'corrections', 'budget', '1', 'line']",We,end,forprofit,schemes,embedded,mass,incarceration,The,corrections,budget,1,line,,,,,,,,,,,,
280,2020-10-21 00:00:02+00:00,,en,,,147027,102856,"Writer, sister, spouse, Mom to disabled adults. Disability Rights= #1 priority. Profile is son in lockdown at group home.
Former WoW player. Now I craft in FF.","Iowa, USA",42731860,2009-05-26 21:49:37+00:00,False,False,https://t.co/TOwhmQzqrF,163,4054,False,,4115,False,Kupo of Fortune Addict 💙🌱,,IowaPeg,False,1A1B1F,http://pbs.twimg.com/profile_images/1243941159531151361/NRQUS8Fo_normal.jpg,,1318703556443201536,0,False,Twitter Web App,False,18103,"['My', 'birthday', 'wish', 'year', 'For', 'everyone', 'go', 'vote']",My,birthday,wish,year,For,everyone,go,vote,,,,,,,,,,,,,,,,
281,2020-10-21 00:00:03+00:00,,en,,,31843,2936,Math & Science Teacher. Friend. Dog Mom. She/Her/Hers #TheRestoration,,1639495824,2013-08-02 04:00:58+00:00,False,False,,4,354,False,,1625,False,Craigie,,craigieclass,True,000000,http://pbs.twimg.com/profile_images/378800000228508462/4062a28a2d5fd873398b20bf9555d744_normal.jpeg,,1318703558175305728,0,False,Twitter for iPhone,False,61164,"['Listening', 'scientists', 'bad', 'thing', 'I', 'cant', 'believe', 'said']",Listening,scientists,bad,thing,I,cant,believe,said,,,,,,,,,,,,,,,,
282,2020-10-21 00:00:03+00:00,,en,,,61939,53844,,,1098634919834722306,2019-02-21 17:25:51+00:00,False,False,,0,45,False,,162,True,Spirit of Magneto,,badgers0382,False,F5F8FA,http://pbs.twimg.com/profile_images/1326385356309225479/WRgEka79_normal.jpg,,1318703558850732033,0,False,Twitter for Android,False,706,"['Postal', 'delivery', 'times', 'across', 'board', 'every', 'American', 'relies', 'paying', 'price', 'DeJoy', 'should']",Postal,delivery,times,across,board,every,American,relies,paying,price,DeJoy,should,,,,,,,,,,,,
283,2020-10-21 00:00:03+00:00,,en,,,104113,90493,🍑 🌊 🙇‍♀️😷 Reality has a liberal bias. Oxford commas.,"Mid Atlantic , USA",298250571,2011-05-14 00:14:18+00:00,False,False,,2,1374,False,,2467,False,Ann Schurman,,AnnSchurman,False,000000,http://pbs.twimg.com/profile_images/1381594933753212939/rmWqALJS_normal.jpg,,1318703559509221376,0,False,Twitter for iPad,False,300,"['There', 'people', 'quite', 'intentionally', 'want', 'vote', 'Why', 'that', 'Because', 'content', 'with']",There,people,quite,intentionally,want,vote,Why,that,Because,content,with,,,,,,,,,,,,,
285,2020-10-21 00:00:03+00:00,,en,,,11331,2257,A Free American,,1312873784039354370,2020-10-04 21:54:55+00:00,False,False,,0,14,False,,0,True,American,,Annette30653950,False,F5F8FA,http://pbs.twimg.com/profile_images/1312914706533937154/XoQl52kc_normal.jpg,,1318703559769313281,0,False,Twitter for iPhone,False,4239,"['BREAKING', 'Hunter', 'Biden', 'associate', 'Bevan', 'Cooney', 'reportedly', 'walked', 'federal', 'facility', 'serving', 'time']",BREAKING,Hunter,Biden,associate,Bevan,Cooney,reportedly,walked,federal,facility,serving,time,,,,,,,,,,,,
286,2020-10-21 00:00:03+00:00,,en,,,47864,147970,,,2341830598,2014-02-13 18:57:12+00:00,False,False,,26,1017,False,,2526,True,mtnlvr111,,mtnlover111,False,C0DEED,http://pbs.twimg.com/profile_images/1318548686780141573/7QAnj5o3_normal.jpg,,1318703559756623876,0,False,Twitter Web App,False,43,['savage'],savage,,,,,,,,,,,,,,,,,,,,,,,
287,2020-10-21 00:00:03+00:00,,en,,,8688,30866,President Donald J Trump! MBAs for #Trump2020 #MAGA #KAG The Constitution #1A #2A #AmericaFirst 🇺🇸,USA! USA! USA!,1909350781,2013-09-26 21:52:43+00:00,False,False,,40,2497,False,,3243,True,We The People,,CutGovt,False,C0DEED,http://pbs.twimg.com/profile_images/736735387398217728/cpc5KQ-w_normal.jpg,,1318703559865737216,0,False,Twitter for iPhone,False,0,"['HunterBiden', 'Its', 'Over']",HunterBiden,Its,Over,,,,,,,,,,,,,,,,,,,,,
288,2020-10-21 00:00:03+00:00,,en,,,3000,3870,fuck twitter,,1296915091267424258,2020-08-21 21:00:42+00:00,False,False,,0,20,False,,270,True,Jbcooter2,,jbcooter2,False,F5F8FA,http://pbs.twimg.com/profile_images/1297225672008577026/iTsV6byE_normal.jpg,,1318703559937019904,0,False,Twitter Web App,False,810,"['Right', '', 'President', 'Trump', 'rally', 'thousands', 'enthusiastic', 'supporters', '', 'Joe', 'Biden', 'hiding', 'ba']",Right,,President,Trump,rally,thousands,enthusiastic,supporters,,Joe,Biden,hiding,ba,,,,,,,,,,,
289,2020-10-21 00:00:03+00:00,,en,,,61893,21232,"And so, my fellow Americans: don't ask what your country can do for you - ask what you can do for your country.👉#GetVaccinated #BidenHarris #RESIST  #BLM 🌈",,1413055064,2013-05-08 14:53:35+00:00,False,False,,8,9693,False,,9474,False,Phoenix,,MacLinx,False,C0DEED,http://pbs.twimg.com/profile_images/1389380547189911554/2FCBYa3F_normal.jpg,,1318703559966396416,0,False,Twitter for iPhone,False,31938,"['Here', 'Police', 'Officer', 'Daniel', 'Ubeda', 'full', 'uniform', 'badge', 'gun', 'wearing', 'Trump', 'mask', 'inside', 'of']",Here,Police,Officer,Daniel,Ubeda,full,uniform,badge,gun,wearing,Trump,mask,inside,of,,,,,,,,,,
290,2020-10-21 00:00:03+00:00,,en,,,40496,45974,45. Pure Blood. Sunlight/butter/Kimchi/magnesium. UCF twitter mafia alumni,,1018932512,2012-12-18 03:51:58+00:00,False,False,,0,248,False,,480,True,God Emperor Chad 🇺🇸,,Zia_Correa,False,C0DEED,http://pbs.twimg.com/profile_images/1097664384707559424/qbILm6CX_normal.png,,1318703559907704833,0,False,Twitter Web App,False,129,"['The', 'clip', 'specifically', 'times', 'Biden', 'said', 'would', 'eliminate', 'fracking', 'fwiw', 'Accuracy', 'seems', 'important', 'here']",The,clip,specifically,times,Biden,said,would,eliminate,fracking,fwiw,Accuracy,seems,important,here,,,,,,,,,,
291,2020-10-21 00:00:03+00:00,,en,,,195996,236571,"Christian ❤️Israel, pro-life, descendant of Patriots who shed blood for America",Alabama,17107705,2008-11-02 00:37:17+00:00,False,False,,19,1587,False,,1843,True,TruthTeller501,,vickib501,True,C0DEED,http://pbs.twimg.com/profile_images/621503220452474880/Mqj_fkda_normal.jpg,,1318703560025133057,0,False,Twitter Web App,False,0,"['Your', 'dad', 'dummywhy', 'let', 'Wray', 'stay', 'on', 'I', 'know', 'reason']",Your,dad,dummywhy,let,Wray,stay,on,I,know,reason,,,,,,,,,,,,,,
292,2020-10-21 00:00:03+00:00,,en,,,94,188,Not your regular Engima👸🏽,,1303870455057657856,2020-09-10 01:39:08+00:00,False,False,,0,3,False,,28,True,Valentina,,Valenti61718804,False,F5F8FA,http://pbs.twimg.com/profile_images/1303870745177661440/Wce_BZSC_normal.jpg,,1318703560150949890,0,False,Twitter for iPhone,False,1,"['People', 'shortsighted', 'unaware', 'history', 'There', 'reason', 'I', 'support', 'The', 'Democrats', 't']",People,shortsighted,unaware,history,There,reason,I,support,The,Democrats,t,,,,,,,,,,,,,
293,2020-10-21 00:00:03+00:00,,en,,,365,1714,"Wife. Dog Mom. Educator.
I'm a coffee drinking, nature loving, mountain momma on a journey to better health and less waste.",,1104888925137588230,2019-03-10 23:37:02+00:00,False,False,,0,12,False,,148,True,Brooke Knotts,,MrsKnottsss,False,F5F8FA,http://pbs.twimg.com/profile_images/1239934808412819456/fCy-Nix2_normal.jpg,,1318703560134111233,0,False,Twitter for Android,False,61164,"['Listening', 'scientists', 'bad', 'thing', 'I', 'cant', 'believe', 'said']",Listening,scientists,bad,thing,I,cant,believe,said,,,,,,,,,,,,,,,,
294,2020-10-21 00:00:03+00:00,,en,,,83340,101286,##,,892219807,2012-10-20 01:33:21+00:00,True,False,,1735,456662,False,,2140,True,Bradley Whitford,,BradleyWhitford,True,C0DEED,http://pbs.twimg.com/profile_images/835640253302079488/KC_FBxKk_normal.jpg,,1318703560192909314,0,False,Twitter for iPhone,False,1299,"['The', 'Chinese', 'account', 'controlled', 'Trump', 'International', 'Hotels', 'Management', 'LLC', 'tax', 'records', 'show', 'paid', '188']",The,Chinese,account,controlled,Trump,International,Hotels,Management,LLC,tax,records,show,paid,188,,,,,,,,,,
295,2020-10-21 00:00:03+00:00,,en,,,11232,3075,Rotten Apple native.,,2159756442,2013-10-27 22:39:08+00:00,False,False,,0,116,False,,354,True,Elvis Kuday,,ElvisKnows,False,C0DEED,http://pbs.twimg.com/profile_images/1423033349979922432/CDIPeUHt_normal.jpg,,1318703560264212491,0,False,Twitter for iPhone,False,13571,"['Joe', 'Biden', 'sniffs', 'little', 'girls', 'Hunter', 'films', 'smoking', 'crack', 'Toobin', 'plays', 'penis', 'business', 'Zoom', 'c']",Joe,Biden,sniffs,little,girls,Hunter,films,smoking,crack,Toobin,plays,penis,business,Zoom,c,,,,,,,,,
296,2020-10-21 00:00:03+00:00,,en,,,253193,19026,just hoping for the best.,,3630929960,2015-09-20 21:35:46+00:00,False,False,,0,600,False,,1248,True,ColoradoRefugee,,Tropicalretiree,False,C0DEED,http://pbs.twimg.com/profile_images/1461781428773945344/0Y4XWoIS_normal.jpg,,1318703560289251328,0,False,Twitter for iPhone,False,19230,"['Post', 'everywhere', 'social', 'media']",Post,everywhere,social,media,,,,,,,,,,,,,,,,,,,,
297,2020-10-21 00:00:03+00:00,,en,,,48548,26241,"is an LA-based interdisciplinary artist-activist, member of @ventvmqvintet @BaylorUniversity & @CalArts Alumnus #blacklivesmatter","Los Angeles, CA",21687281,2009-02-23 20:05:10+00:00,False,False,https://t.co/VsaumEFaLJ,5,416,False,,2815,False,Flutist Juan Antonio Rivera,,bariflutela,True,352726,http://pbs.twimg.com/profile_images/1398878179670978561/MBaiFzxv_normal.jpg,,1318703560364748800,0,False,Twitter for iPhone,False,12332,"['Um', 'In', '2017', 'Trump', 'Intl', 'Hotels', 'Management', '', 'company', 'Chinese', 'bank', 'account', '', 'reported', 'unusual', '17m', 'revenue', 'spike']",Um,In,2017,Trump,Intl,Hotels,Management,,company,Chinese,bank,account,,reported,unusual,17m,revenue,spike,,,,,,
